DateTime,Junction,Vehicles,ID,Jour_semaine,Heure,Mois,Type_jour,Jour,Saison,Vehicles_normalized
2015-11-06 07:00:00,1,14,20151106071,4,7,11,Ouvré,6,Automne,0.07262569832402235
2015-11-06 08:00:00,1,13,20151106081,4,8,11,Ouvré,6,Automne,0.06703910614525141
2015-11-06 09:00:00,1,20,20151106091,4,9,11,Ouvré,6,Automne,0.10614525139664806
2015-11-06 10:00:00,1,22,20151106101,4,10,11,Ouvré,6,Automne,0.11731843575418996
2015-11-06 11:00:00,1,26,20151106111,4,11,11,Ouvré,6,Automne,0.13966480446927376
2015-11-06 12:00:00,1,26,20151106121,4,12,11,Ouvré,6,Automne,0.13966480446927376
2015-11-06 13:00:00,1,21,20151106131,4,13,11,Ouvré,6,Automne,0.111731843575419
2015-11-06 14:00:00,1,23,20151106141,4,14,11,Ouvré,6,Automne,0.1229050279329609
2015-11-06 15:00:00,1,23,20151106151,4,15,11,Ouvré,6,Automne,0.1229050279329609
2015-11-06 16:00:00,1,19,20151106161,4,16,11,Ouvré,6,Automne,0.1005586592178771
2015-11-06 17:00:00,1,19,20151106171,4,17,11,Ouvré,6,Automne,0.1005586592178771
2015-11-06 18:00:00,1,20,20151106181,4,18,11,Ouvré,6,Automne,0.10614525139664806
2015-11-06 19:00:00,1,24,20151106191,4,19,11,Ouvré,6,Automne,0.12849162011173185
2015-11-06 20:00:00,1,18,20151106201,4,20,11,Ouvré,6,Automne,0.09497206703910616
2015-11-06 21:00:00,1,19,20151106211,4,21,11,Ouvré,6,Automne,0.1005586592178771
2015-11-06 22:00:00,1,16,20151106221,4,22,11,Ouvré,6,Automne,0.08379888268156425
2015-11-06 23:00:00,1,17,20151106231,4,23,11,Ouvré,6,Automne,0.0893854748603352
2015-11-07 00:00:00,1,16,20151107001,5,0,11,Week-end,7,Automne,0.08379888268156425
2015-11-07 01:00:00,1,16,20151107011,5,1,11,Week-end,7,Automne,0.08379888268156425
2015-11-07 02:00:00,1,10,20151107021,5,2,11,Week-end,7,Automne,0.05027932960893855
2015-11-07 03:00:00,1,9,20151107031,5,3,11,Week-end,7,Automne,0.0446927374301676
2015-11-07 04:00:00,1,8,20151107041,5,4,11,Week-end,7,Automne,0.03910614525139665
2015-11-07 05:00:00,1,7,20151107051,5,5,11,Week-end,7,Automne,0.0335195530726257
2015-11-07 06:00:00,1,9,20151107061,5,6,11,Week-end,7,Automne,0.0446927374301676
2015-11-07 07:00:00,1,8,20151107071,5,7,11,Week-end,7,Automne,0.03910614525139665
2015-11-07 08:00:00,1,12,20151107081,5,8,11,Week-end,7,Automne,0.061452513966480445
2015-11-07 09:00:00,1,13,20151107091,5,9,11,Week-end,7,Automne,0.06703910614525141
2015-11-07 10:00:00,1,17,20151107101,5,10,11,Week-end,7,Automne,0.0893854748603352
2015-11-07 11:00:00,1,14,20151107111,5,11,11,Week-end,7,Automne,0.07262569832402235
2015-11-07 12:00:00,1,14,20151107121,5,12,11,Week-end,7,Automne,0.07262569832402235
2015-11-07 13:00:00,1,14,20151107131,5,13,11,Week-end,7,Automne,0.07262569832402235
2015-11-07 14:00:00,1,14,20151107141,5,14,11,Week-end,7,Automne,0.07262569832402235
2015-11-07 15:00:00,1,11,20151107151,5,15,11,Week-end,7,Automne,0.0558659217877095
2015-11-07 16:00:00,1,15,20151107161,5,16,11,Week-end,7,Automne,0.07821229050279331
2015-11-07 17:00:00,1,13,20151107171,5,17,11,Week-end,7,Automne,0.06703910614525141
2015-11-07 18:00:00,1,12,20151107181,5,18,11,Week-end,7,Automne,0.061452513966480445
2015-11-07 19:00:00,1,17,20151107191,5,19,11,Week-end,7,Automne,0.0893854748603352
2015-11-07 20:00:00,1,18,20151107201,5,20,11,Week-end,7,Automne,0.09497206703910616
2015-11-07 21:00:00,1,17,20151107211,5,21,11,Week-end,7,Automne,0.0893854748603352
2015-11-07 22:00:00,1,16,20151107221,5,22,11,Week-end,7,Automne,0.08379888268156425
2015-11-07 23:00:00,1,15,20151107231,5,23,11,Week-end,7,Automne,0.07821229050279331
2015-11-08 00:00:00,1,13,20151108001,6,0,11,Week-end,8,Automne,0.06703910614525141
2015-11-08 01:00:00,1,16,20151108011,6,1,11,Week-end,8,Automne,0.08379888268156425
2015-11-08 02:00:00,1,11,20151108021,6,2,11,Week-end,8,Automne,0.0558659217877095
2015-11-08 03:00:00,1,8,20151108031,6,3,11,Week-end,8,Automne,0.03910614525139665
2015-11-08 04:00:00,1,10,20151108041,6,4,11,Week-end,8,Automne,0.05027932960893855
2015-11-08 05:00:00,1,10,20151108051,6,5,11,Week-end,8,Automne,0.05027932960893855
2015-11-08 06:00:00,1,10,20151108061,6,6,11,Week-end,8,Automne,0.05027932960893855
2015-11-08 07:00:00,1,9,20151108071,6,7,11,Week-end,8,Automne,0.0446927374301676
2015-11-08 08:00:00,1,11,20151108081,6,8,11,Week-end,8,Automne,0.0558659217877095
2015-11-08 09:00:00,1,12,20151108091,6,9,11,Week-end,8,Automne,0.061452513966480445
2015-11-08 10:00:00,1,18,20151108101,6,10,11,Week-end,8,Automne,0.09497206703910616
2015-11-08 11:00:00,1,14,20151108111,6,11,11,Week-end,8,Automne,0.07262569832402235
2015-11-08 12:00:00,1,17,20151108121,6,12,11,Week-end,8,Automne,0.0893854748603352
2015-11-08 13:00:00,1,14,20151108131,6,13,11,Week-end,8,Automne,0.07262569832402235
2015-11-08 14:00:00,1,14,20151108141,6,14,11,Week-end,8,Automne,0.07262569832402235
2015-11-08 15:00:00,1,14,20151108151,6,15,11,Week-end,8,Automne,0.07262569832402235
2015-11-08 16:00:00,1,12,20151108161,6,16,11,Week-end,8,Automne,0.061452513966480445
2015-11-08 17:00:00,1,14,20151108171,6,17,11,Week-end,8,Automne,0.07262569832402235
2015-11-08 18:00:00,1,18,20151108181,6,18,11,Week-end,8,Automne,0.09497206703910616
2015-11-08 19:00:00,1,13,20151108191,6,19,11,Week-end,8,Automne,0.06703910614525141
2015-11-08 20:00:00,1,16,20151108201,6,20,11,Week-end,8,Automne,0.08379888268156425
2015-11-08 21:00:00,1,18,20151108211,6,21,11,Week-end,8,Automne,0.09497206703910616
2015-11-08 22:00:00,1,14,20151108221,6,22,11,Week-end,8,Automne,0.07262569832402235
2015-11-08 23:00:00,1,14,20151108231,6,23,11,Week-end,8,Automne,0.07262569832402235
2015-11-09 00:00:00,1,13,20151109001,0,0,11,Ouvré,9,Automne,0.06703910614525141
2015-11-09 01:00:00,1,15,20151109011,0,1,11,Ouvré,9,Automne,0.07821229050279331
2015-11-09 02:00:00,1,11,20151109021,0,2,11,Ouvré,9,Automne,0.0558659217877095
2015-11-09 03:00:00,1,10,20151109031,0,3,11,Ouvré,9,Automne,0.05027932960893855
2015-11-09 04:00:00,1,9,20151109041,0,4,11,Ouvré,9,Automne,0.0446927374301676
2015-11-09 05:00:00,1,8,20151109051,0,5,11,Ouvré,9,Automne,0.03910614525139665
2015-11-09 06:00:00,1,8,20151109061,0,6,11,Ouvré,9,Automne,0.03910614525139665
2015-11-09 07:00:00,1,10,20151109071,0,7,11,Ouvré,9,Automne,0.05027932960893855
2015-11-09 08:00:00,1,11,20151109081,0,8,11,Ouvré,9,Automne,0.0558659217877095
2015-11-09 09:00:00,1,17,20151109091,0,9,11,Ouvré,9,Automne,0.0893854748603352
2015-11-09 10:00:00,1,19,20151109101,0,10,11,Ouvré,9,Automne,0.1005586592178771
2015-11-09 11:00:00,1,22,20151109111,0,11,11,Ouvré,9,Automne,0.11731843575418996
2015-11-09 12:00:00,1,23,20151109121,0,12,11,Ouvré,9,Automne,0.1229050279329609
2015-11-09 13:00:00,1,23,20151109131,0,13,11,Ouvré,9,Automne,0.1229050279329609
2015-11-09 14:00:00,1,24,20151109141,0,14,11,Ouvré,9,Automne,0.12849162011173185
2015-11-09 15:00:00,1,24,20151109151,0,15,11,Ouvré,9,Automne,0.12849162011173185
2015-11-09 16:00:00,1,19,20151109161,0,16,11,Ouvré,9,Automne,0.1005586592178771
2015-11-09 17:00:00,1,19,20151109171,0,17,11,Ouvré,9,Automne,0.1005586592178771
2015-11-09 18:00:00,1,20,20151109181,0,18,11,Ouvré,9,Automne,0.10614525139664806
2015-11-09 19:00:00,1,31,20151109191,0,19,11,Ouvré,9,Automne,0.1675977653631285
2015-11-09 20:00:00,1,25,20151109201,0,20,11,Ouvré,9,Automne,0.1340782122905028
2015-11-09 21:00:00,1,35,20151109211,0,21,11,Ouvré,9,Automne,0.1899441340782123
2015-11-09 22:00:00,1,21,20151109221,0,22,11,Ouvré,9,Automne,0.111731843575419
2015-11-09 23:00:00,1,24,20151109231,0,23,11,Ouvré,9,Automne,0.12849162011173185
2015-11-10 00:00:00,1,19,20151110001,1,0,11,Ouvré,10,Automne,0.1005586592178771
2015-11-10 01:00:00,1,19,20151110011,1,1,11,Ouvré,10,Automne,0.1005586592178771
2015-11-10 02:00:00,1,18,20151110021,1,2,11,Ouvré,10,Automne,0.09497206703910616
2015-11-10 03:00:00,1,17,20151110031,1,3,11,Ouvré,10,Automne,0.0893854748603352
2015-11-10 04:00:00,1,12,20151110041,1,4,11,Ouvré,10,Automne,0.061452513966480445
2015-11-10 05:00:00,1,10,20151110051,1,5,11,Ouvré,10,Automne,0.05027932960893855
2015-11-10 06:00:00,1,14,20151110061,1,6,11,Ouvré,10,Automne,0.07262569832402235
2015-11-10 07:00:00,1,15,20151110071,1,7,11,Ouvré,10,Automne,0.07821229050279331
2015-11-10 08:00:00,1,14,20151110081,1,8,11,Ouvré,10,Automne,0.07262569832402235
2015-11-10 09:00:00,1,34,20151110091,1,9,11,Ouvré,10,Automne,0.18435754189944134
2015-11-10 10:00:00,1,40,20151110101,1,10,11,Ouvré,10,Automne,0.21787709497206706
2015-11-10 11:00:00,1,38,20151110111,1,11,11,Ouvré,10,Automne,0.20670391061452514
2015-11-10 12:00:00,1,36,20151110121,1,12,11,Ouvré,10,Automne,0.19553072625698326
2015-11-10 13:00:00,1,27,20151110131,1,13,11,Ouvré,10,Automne,0.1452513966480447
2015-11-10 14:00:00,1,48,20151110141,1,14,11,Ouvré,10,Automne,0.26256983240223464
2015-11-10 15:00:00,1,43,20151110151,1,15,11,Ouvré,10,Automne,0.2346368715083799
2015-11-10 16:00:00,1,41,20151110161,1,16,11,Ouvré,10,Automne,0.223463687150838
2015-11-10 17:00:00,1,35,20151110171,1,17,11,Ouvré,10,Automne,0.1899441340782123
2015-11-10 18:00:00,1,40,20151110181,1,18,11,Ouvré,10,Automne,0.21787709497206706
2015-11-10 19:00:00,1,40,20151110191,1,19,11,Ouvré,10,Automne,0.21787709497206706
2015-11-10 20:00:00,1,40,20151110201,1,20,11,Ouvré,10,Automne,0.21787709497206706
2015-11-10 21:00:00,1,36,20151110211,1,21,11,Ouvré,10,Automne,0.19553072625698326
2015-11-10 22:00:00,1,37,20151110221,1,22,11,Ouvré,10,Automne,0.2011173184357542
2015-11-10 23:00:00,1,35,20151110231,1,23,11,Ouvré,10,Automne,0.1899441340782123
2015-11-11 00:00:00,1,28,20151111001,2,0,11,Ouvré,11,Automne,0.15083798882681565
2015-11-11 01:00:00,1,25,20151111011,2,1,11,Ouvré,11,Automne,0.1340782122905028
2015-11-11 02:00:00,1,19,20151111021,2,2,11,Ouvré,11,Automne,0.1005586592178771
2015-11-11 03:00:00,1,21,20151111031,2,3,11,Ouvré,11,Automne,0.111731843575419
2015-11-11 04:00:00,1,20,20151111041,2,4,11,Ouvré,11,Automne,0.10614525139664806
2015-11-11 05:00:00,1,15,20151111051,2,5,11,Ouvré,11,Automne,0.07821229050279331
2015-11-11 06:00:00,1,17,20151111061,2,6,11,Ouvré,11,Automne,0.0893854748603352
2015-11-11 07:00:00,1,14,20151111071,2,7,11,Ouvré,11,Automne,0.07262569832402235
2015-11-11 08:00:00,1,19,20151111081,2,8,11,Ouvré,11,Automne,0.1005586592178771
2015-11-11 09:00:00,1,22,20151111091,2,9,11,Ouvré,11,Automne,0.11731843575418996
2015-11-11 10:00:00,1,30,20151111101,2,10,11,Ouvré,11,Automne,0.16201117318435757
2015-11-11 11:00:00,1,26,20151111111,2,11,11,Ouvré,11,Automne,0.13966480446927376
2015-11-11 12:00:00,1,26,20151111121,2,12,11,Ouvré,11,Automne,0.13966480446927376
2015-11-11 13:00:00,1,23,20151111131,2,13,11,Ouvré,11,Automne,0.1229050279329609
2015-11-11 14:00:00,1,23,20151111141,2,14,11,Ouvré,11,Automne,0.1229050279329609
2015-11-11 15:00:00,1,24,20151111151,2,15,11,Ouvré,11,Automne,0.12849162011173185
2015-11-11 16:00:00,1,22,20151111161,2,16,11,Ouvré,11,Automne,0.11731843575418996
2015-11-11 17:00:00,1,24,20151111171,2,17,11,Ouvré,11,Automne,0.12849162011173185
2015-11-11 18:00:00,1,26,20151111181,2,18,11,Ouvré,11,Automne,0.13966480446927376
2015-11-11 19:00:00,1,27,20151111191,2,19,11,Ouvré,11,Automne,0.1452513966480447
2015-11-11 20:00:00,1,22,20151111201,2,20,11,Ouvré,11,Automne,0.11731843575418996
2015-11-11 21:00:00,1,23,20151111211,2,21,11,Ouvré,11,Automne,0.1229050279329609
2015-11-11 22:00:00,1,22,20151111221,2,22,11,Ouvré,11,Automne,0.11731843575418996
2015-11-11 23:00:00,1,22,20151111231,2,23,11,Ouvré,11,Automne,0.11731843575418996
2015-11-12 00:00:00,1,22,20151112001,3,0,11,Ouvré,12,Automne,0.11731843575418996
2015-11-12 01:00:00,1,17,20151112011,3,1,11,Ouvré,12,Automne,0.0893854748603352
2015-11-12 02:00:00,1,15,20151112021,3,2,11,Ouvré,12,Automne,0.07821229050279331
2015-11-12 03:00:00,1,12,20151112031,3,3,11,Ouvré,12,Automne,0.061452513966480445
2015-11-12 04:00:00,1,13,20151112041,3,4,11,Ouvré,12,Automne,0.06703910614525141
2015-11-12 05:00:00,1,9,20151112051,3,5,11,Ouvré,12,Automne,0.0446927374301676
2015-11-12 06:00:00,1,14,20151112061,3,6,11,Ouvré,12,Automne,0.07262569832402235
2015-11-12 07:00:00,1,13,20151112071,3,7,11,Ouvré,12,Automne,0.06703910614525141
2015-11-12 08:00:00,1,15,20151112081,3,8,11,Ouvré,12,Automne,0.07821229050279331
2015-11-12 09:00:00,1,27,20151112091,3,9,11,Ouvré,12,Automne,0.1452513966480447
2015-11-12 10:00:00,1,39,20151112101,3,10,11,Ouvré,12,Automne,0.21229050279329612
2015-11-12 11:00:00,1,40,20151112111,3,11,11,Ouvré,12,Automne,0.21787709497206706
2015-11-12 12:00:00,1,36,20151112121,3,12,11,Ouvré,12,Automne,0.19553072625698326
2015-11-12 13:00:00,1,34,20151112131,3,13,11,Ouvré,12,Automne,0.18435754189944134
2015-11-12 14:00:00,1,33,20151112141,3,14,11,Ouvré,12,Automne,0.1787709497206704
2015-11-12 15:00:00,1,28,20151112151,3,15,11,Ouvré,12,Automne,0.15083798882681565
2015-11-12 16:00:00,1,30,20151112161,3,16,11,Ouvré,12,Automne,0.16201117318435757
2015-11-12 17:00:00,1,26,20151112171,3,17,11,Ouvré,12,Automne,0.13966480446927376
2015-11-12 18:00:00,1,30,20151112181,3,18,11,Ouvré,12,Automne,0.16201117318435757
2015-11-12 19:00:00,1,35,20151112191,3,19,11,Ouvré,12,Automne,0.1899441340782123
